price_per_kg,total_price,thrust,interstage1_flux,interstage2_flux,S1_total_dry_mass,S2_total_dry_mass,residual_prop_s1,residual_prop_s2,residual_prop_s3,vacuum_isp_s1,vacuum_isp_s2,vacuum_isp_s3,vacuum_thrust_s1,vacuum_thrust_s2,vacuum_thrust_s3,engine_nozzle_exit_s1,engine_nozzle_exit_s2,engine_nozzle_exit_s3,payload_mass,q_alpha,length_conical_section,nosecone_semivertex_angle,rocket_diameter,stage1_length,stage2_length,stage3_length,fairing_length,d_n_gimbal_point,d_n_stage1_bottom_tank_head,d_n_stage1_bulkhead,d_n_stage1_top_tank_head,d_n_stage2_bottom_tank_head,d_n_stage2_bulkhead,d_n_stage2_top_tank_head,tlo_stage1_bottom_tank,tlo_stage1_top_tank,tlo_stage2_bottom_tank,tlo_stage2_top_tank,stage1_tank_pressure,stage2_tank_pressure,altitude_at_condition_min,altitude_at_condition_nominal,altitude_at_condition_max,mach_at_condition_min,mach_at_condition_nominal,mach_at_condition_max,time_to_maxQ_min,time_to_maxQ_nominal,time_to_maxQ_max,stage1_burntime,d_n_stage1_common_main_stage,d_n_stage1_thrust_module,d_n_unaccounted_S1,d_n_stage1_unburned_RP1,d_n_stage1_unburned_LOX,d_n_stage1_tank_system,d_n_stage1_pressurization,d_n_stage2_propulsion_system,d_n_stage2_reaction_control_system,d_n_stage2_prop_distribution_system,d_n_stage2_pressurization,d_n_stage2_unburned_RP1,d_n_stage2_unburned_LOX,d_n_stage2_tank_system,d_n_S3_dry,d_n_S3_prop,d_n_payload,d_n_fairing,d_n_stage1__stage2_interstage_bottom,d_n_stage1__stage2_interstage_flange,d_n_stage2__fairing_interstage_flange,mass_stage1_prop,mass_stage2_prop,mass_stage3_prop,engine_sealevel_thrust,engine_vacuum_thrust_s1,engine_vacuum_thrust_s2,engine_vacuum_isp_s1,engine_vacuum_isp_s2,engine_nozzle_area_s1,engine_nozzle_area_s2,odin_input_path
4053.6428669341058,7926028.49115023,1546.99975117034,2091.704381840649,2091.704381840649,7413.230642032526,1671.325168518895,911.999929272078,64.9999937578326,7.99999996749752,322.0,349.0,305.0,1547.0,97.0,1.6,1.8,1.09,0.067,2172.53927210441,342.9208084636644,2.9,20.46,2.15,27.809281629573913,5.97040649198394,1.72,4.3,1.92425,1.92425,9.055112707871602,27.809281629573913,30.819281629573915,31.63482060808189,33.779688121557854,67857.05235705555,25801.160592036336,7808.382825645931,2968.966853857769,7.0,7.0,9.4184442363251,9.4184442363251,9.4184442363251,1.16374907478903,1.16374907478903,1.16374907478903,73.1466647692382,73.1466647692382,73.1466647692382,189.313935677553,1.92425,1.92425,1.92425,1.92425,1.92425,14.866765814786957,14.866765814786957,30.819281629573915,30.819281629573915,30.819281629573915,30.819281629573915,30.819281629573915,30.819281629573915,30.819281629573915,35.49968812155785,35.49968812155785,35.49968812155785,35.49968812155785,35.49968812155785,35.49968812155785,35.49968812155785,93658.2129490919,10777.3496795037,480.407006523168,1365.02922331393,1547.0,97.0,322.0,349.0,1.8,1.09,.input/config_S1SS_S2SS_S3SS_IS1CC_IS2CC.txt
