S1 tank length [m],S2 tank length [m],S1 wall thickness [mm],S2 wall thickness [mm],S1 pressure [bara],S2 pressure [bara],S1 prop mass [kg],S2 prop mass [kg],S1 tank mass [kg],S2 tank mass [kg],s1_sigmas [-],s2_sigmas [-]
27.056687403735413,2.4984272812049984,0.951,0.991,4.186883726634927,4.361328125,97894.1749957765,9107.12669560949,402.152,96.662,0.00410802787824046,0.010613885502065145
27.056687403735413,2.4984272812049984,0.951,0.991,4.186883726634927,4.361328125,97894.1749957765,9107.12669560949,402.152,96.662,0.00410802787824046,0.010613885502065145
