s1_inert_mass,s2_inert_mass,s3_dry_mass,number_boosters,mass_boster,cog_booster,thrust_booster,booster_diameter,booster_length,booster_cone_length,booster_nosecone_vertexangle,booster_forward_attach_point,booster_aft_attach_point,s1_engine_startup_pressure,s2_engine_startup_pressure,number_engines,number_engines_s2,mass_engine_s1,mass_engine_s2,engine_sealevel_thrust,engine_nozzle_exhaust_pressure,engine_nozzle_area,stainlesssteel_prod_price,al_prod_price,cfk_prod_price,S1_prop_system_price,S1_avionics_price,S2_prop_system_price,S2_avionics_price,OTV_price,fairing_price,materials
950.0,600.0,327.0,0,0.0,1.0,0.0,2.15,10.0,1.0,20.46,10.0,2.0,7.0,7.0,9,1,343.89,243.0,73400.0,50000.0,0.118,200.0,400.0,2200.0,3373416.94,141416.0,340749.19,750171.0,921765.32,500000.0,
