tank_length_s1,tank_length_s2,interstage_length_s1,interstage_length_s2,complete_length_s1,complete_length_s2,complete_length,aspect_ratio,p1,p2,wall_thickness_s1_aftdome,wall_thickness_s1_lox_cylinder,wall_thickness_s1_rp1_cylinder,wall_thickness_s1_fddome,wall_thickness_s2_aftdome,wall_thickness_s2_lox_cylinder,wall_thickness_s2_rp1_cylinder,wall_thickness_s2_fddome,s1_tank_mass,s2_tank_mass,s1_interstage_mass,s2_interstage_mass,s1_interstage_thickness,s2_interstage_thickness,s1_sigma,s2_sigma
25.885031629573913,2.9604064919839406,3.01,1.505,30.819281629573915,6.60465649198394,41.72393812155785,19.40648284723621,7.0,7.0,2.846,1.908,1.907,2.846,2.846,1.899,1.907,2.846,735.7789263981895,170.09602942547292,145.17859012817016,65.30542508710802,3.6670000000000003,2.87,0.007856000058405166,0.01578273272036079
