price_per_kg,total_price,thrust,interstage1_flux,interstage2_flux,S1_total_dry_mass,S2_total_dry_mass,residual_prop_s1,residual_prop_s2,residual_prop_s3,vacuum_isp_s1,vacuum_isp_s2,vacuum_isp_s3,vacuum_thrust_s1,vacuum_thrust_s2,vacuum_thrust_s3,engine_nozzle_exit_s1,engine_nozzle_exit_s2,engine_nozzle_exit_s3,payload_mass,q_alpha,length_conical_section,nosecone_semivertex_angle,rocket_diameter,stage1_length,stage2_length,stage3_length,fairing_length,d_n_gimbal_point,d_n_stage1_bottom_tank_head,d_n_stage1_bulkhead,d_n_stage1_top_tank_head,d_n_stage2_bottom_tank_head,d_n_stage2_bulkhead,d_n_stage2_top_tank_head,tlo_stage1_bottom_tank,tlo_stage1_top_tank,tlo_stage2_bottom_tank,tlo_stage2_top_tank,stage1_tank_pressure,stage2_tank_pressure,altitude_at_condition_min,altitude_at_condition_nominal,altitude_at_condition_max,mach_at_condition_min,mach_at_condition_nominal,mach_at_condition_max,time_to_maxQ_min,time_to_maxQ_nominal,time_to_maxQ_max,stage1_burntime,d_n_stage1_common_main_stage,d_n_stage1_thrust_module,d_n_unaccounted_S1,d_n_stage1_unburned_RP1,d_n_stage1_unburned_LOX,d_n_stage1_tank_system,d_n_stage1_pressurization,d_n_stage2_propulsion_system,d_n_stage2_reaction_control_system,d_n_stage2_prop_distribution_system,d_n_stage2_pressurization,d_n_stage2_unburned_RP1,d_n_stage2_unburned_LOX,d_n_stage2_tank_system,d_n_S3_dry,d_n_S3_prop,d_n_payload,d_n_fairing,d_n_stage1__stage2_interstage_bottom,d_n_stage1__stage2_interstage_flange,d_n_stage2__fairing_interstage_bottom,d_n_stage2__fairing_interstage_flange,mass_stage1_prop,mass_stage2_prop,mass_stage3_prop,engine_sealevel_thrust,engine_vacuum_thrust_s1,engine_vacuum_thrust_s2,engine_vacuum_isp_s1,engine_vacuum_isp_s2,engine_nozzle_area_s1,engine_nozzle_area_s2,odin_input_path
3621.1531720161424,9023680.400583588,1546.99990710228,2722.1644078518507,537.8583919755914,4961.609089477877,1048.9154925417567,912.000000714374,65.0000000000343,7.99999999999879,322.0,349.0,305.0,1547.0,97.0,1.6,1.8,1.09,0.067,2768.8173020921,342.36416881381797,2.9,20.46,2.15,28.343252724819557,6.055097423686604,1.72,4.3,1.92425,1.92425,9.202212183145884,28.343252724819557,31.353252724819555,32.19212253850733,34.39835014850616,69255.7340648386,26332.978731877796,8030.221906529375,3053.316314269725,7.0,7.0,9.68375207035802,9.68375207035802,9.68375207035802,1.19150785953126,1.19150785953126,1.19150785953126,73.9680018599561,73.9680018599561,73.9680018599561,193.241204878926,1.92425,1.92425,1.92425,1.92425,1.92425,15.133751362409779,15.133751362409779,31.353252724819555,31.353252724819555,31.353252724819555,31.353252724819555,31.353252724819555,31.353252724819555,31.353252724819555,36.11835014850616,36.11835014850616,36.11835014850616,36.11835014850616,28.343252724819557,31.353252724819555,34.39835014850616,36.11835014850616,95582.2454584209,11089.7769447086,480.407,1365.02682858688,1547.0,97.0,322.0,349.0,1.8,1.09,.input/config_S1CC_S2CC_S3CC_IS1CC_IS2CC.txt
